alert ,0.00170068,0.008503402,0.00170068,0.005102041,0.00170068,0.011904763,0.120748304
allow ,0.001035197,0.00931677,0.001035197,0.025879918,0.025879918,0.03830228,0.046583854
amateur ,0.017857144,0.053571433,0.017857144,0.053571433,0.017857144,0.017857144,0.053571433
amazing ,3.21E-05,0.13505618,3.21E-05,6.10E-04,6.74E-04,0.005296951,0.001316212
amendment ,0.017857144,0.017857144,0.017857144,0.017857144,0.053571433,0.053571433,0.053571433
americans ,0.041666668,0.029761905,0.005952382,0.029761905,0.017857144,0.017857144,0.029761905
amounts ,0.017857144,0.005952382,0.005952382,0.005952382,0.077380955,0.017857144,0.041666668
anal ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
analysis ,3.54E-06,1.06E-05,0.001417963,3.54E-06,3.54E-06,3.54E-06,3.54E-06
andrew ,0.011904763,0.083333336,0.011904763,0.011904763,0.011904763,0.011904763,0.05952381
anime ,0.011904763,0.083333336,0.011904763,0.035714287,0.011904763,0.035714287,0.011904763
ann ,0.011904763,0.083333336,0.011904763,0.011904763,0.011904763,0.035714287,0.035714287
announced ,0.017006803,0.010204082,0.003401361,0.037414968,0.010204082,0.071428575,0.010204082
anonymous ,0.007142858,0.021428574,0.007142858,0.035714287,0.05,0.021428574,0.035714287
answer ,0.00462963,0.023148147,6.61E-04,0.04431217,0.012566138,0.025793651,0.03505291
ap ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
apartment ,0.001785714,0.041071434,0.001785714,0.033928573,0.01964286,0.026785716,0.026785716
apartments ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
appeal ,0.007142858,0.021428574,0.007142858,0.035714287,0.06428572,0.035714287,0.007142858
appears ,0.003401361,0.017006803,0.003401361,0.030612247,0.023809526,0.037414968,0.04421769
applicable ,0.032467537,0.01948052,0.006493507,0.006493507,0.006493507,0.045454547,0.05844156
approval ,0.001006036,0.003018109,0.001006036,0.001006036,0.005030181,0.13581489,0.001006036
approved ,6.44E-04,6.44E-04,6.44E-04,0.003217503,0.003217503,0.13706565,6.44E-04
approximately ,0.010204082,0.030612247,0.010204082,0.030612247,0.071428575,0.010204082,0.030612247
ar ,0.017857144,0.053571433,0.017857144,0.017857144,0.017857144,0.017857144,0.08928572
areas ,3.20E-06,3.52E-05,0.001284433,2.24E-05,2.88E-05,3.52E-05,3.52E-05
arms ,0.006377551,0.036989797,0.00127551,0.016581632,0.021683674,0.04209184,0.024234693
army ,0.057692308,0.019230772,0.002747253,0.019230772,0.013736265,0.024725277,0.019230772
aspects ,0.002976191,0.026785716,0.002976191,0.008928572,0.020833334,0.05059524,0.044642854
assembly ,0.017857144,0.017857144,0.017857144,0.017857144,0.017857144,0.08928572,0.053571433
assets ,0.023809526,0.071428575,0.023809526,0.071428575,0.023809526,0.023809526,0.023809526
assist ,0.007936508,0.007936508,0.007936508,0.007936508,0.039682545,0.08730159,0.023809526
assistant ,0.02747253,0.005494506,0.005494506,0.049450554,0.005494506,0.071428575,0.005494506
associate ,0.017857144,0.08928572,0.017857144,0.017857144,0.017857144,0.017857144,0.053571433
atlanta ,0.008928572,0.0625,0.008928572,0.008928572,0.008928572,0.026785716,0.0625
atom ,0.007142858,0.05,0.007142858,0.021428574,0.021428574,0.06428572,0.007142858
attack ,3.78E-04,0.003401361,3.78E-04,0.004157219,0.01095994,0.001889645,0.123582765
attention ,0.008760109,0.030323451,6.74E-04,0.04380054,0.020889489,0.014150944,0.027628034
attorney ,0.023809526,0.023809526,0.023809526,0.023809526,0.023809526,0.071428575,0.071428575
austin ,0.010204082,0.05102041,0.010204082,0.010204082,0.071428575,0.010204082,0.030612247
austria ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
automatic ,0.011904763,0.05952381,0.011904763,0.035714287,0.035714287,0.035714287,0.011904763
automatically ,0.003571429,0.010714287,0.003571429,0.017857144,0.025,0.003571429,0.09642858
ave ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
avenue ,0.017857144,0.017857144,0.017857144,0.017857144,0.017857144,0.017857144,0.125
avoid ,0.008241759,0.015567767,9.16E-04,0.024725277,0.052197803,0.006410257,0.03937729
awards ,0.011904763,0.083333336,0.011904763,0.035714287,0.035714287,0.011904763,0.011904763
babes ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
baby ,1.71E-05,1.47E-04,7.64E-04,5.90E-05,1.16E-04,1.85E-04,1.50E-04
bad ,0.007692308,0.010889112,9.99E-05,0.06883117,0.027072929,0.015084916,0.013686314
bag ,0.019756839,0.025835866,0.001519757,0.03495441,0.022796353,0.022796353,0.022796353
bags ,0.006493507,0.032467537,0.006493507,0.045454547,0.01948052,0.045454547,0.01948052
banking ,0.023809526,0.071428575,0.023809526,0.023809526,0.023809526,0.023809526,0.071428575
banks ,0.017857144,0.08928572,0.017857144,0.017857144,0.017857144,0.017857144,0.053571433
bars ,0.004761905,0.023809526,0.004761905,0.014285715,0.061904766,0.033333335,0.023809526
baseball ,0.042857148,0.042857148,0.014285715,0.014285715,0.014285715,0.071428575,0.014285715
basketball ,0.035714287,0.035714287,0.011904763,0.05952381,0.011904763,0.035714287,0.011904763
bass ,0.011904763,0.05952381,0.011904763,0.011904763,0.035714287,0.035714287,0.035714287
bath ,0.021008406,0.012605043,0.004201681,0.071428575,0.004201681,0.046218492,0.004201681
batteries ,0.023809526,0.023809526,0.023809526,0.023809526,0.11904762,0.023809526,0.023809526
battery ,0.017857144,0.017857144,0.017857144,0.017857144,0.08928572,0.053571433,0.017857144
battle ,0.010204082,0.006122449,0.002040817,0.030612247,0.042857148,0.042857148,0.018367348
bbc ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
bc ,0.010204082,0.030612247,0.010204082,0.010204082,0.091836736,0.030612247,0.010204082
beach ,1.94E-05,5.81E-05,0.001110188,2.49E-05,3.05E-05,1.14E-04,8.58E-05
bear ,0.018518519,0.013227513,0.002645503,0.02910053,0.023809526,0.039682545,0.02910053
beat ,0.00408778,0.121127374,2.15E-04,0.004518073,0.00580895,0.004518073,0.003657487
beautiful ,9.92E-04,0.014314059,1.42E-04,0.006094105,0.003826531,0.11295352,0.005243765
beauty ,9.92E-04,0.06646826,9.92E-04,0.01686508,0.008928572,0.038690478,0.014880952
became ,0.006892231,0.01566416,6.27E-04,0.043233085,0.01566416,0.039473683,0.024436092
becomes ,0.002232143,0.029017858,0.002232143,0.020089287,0.042410716,0.029017858,0.029017858
bed ,0.007936508,0.027640942,2.74E-04,0.02435687,0.040777232,0.011767927,0.031472363
bedroom ,0.014285715,0.042857148,0.002857143,0.03142857,0.008571429,0.020000001,0.037142858
behavior ,0.02529762,0.02232143,0.001488095,0.058035716,0.010416667,0.013392858,0.019345239
believe ,0.002142857,0.025476191,2.38E-04,0.015000001,0.025476191,0.039285716,0.03642857
benefit ,0.012315271,0.022167487,0.002463054,0.027093597,0.032019705,0.022167487,0.036945812
beta ,0.017857144,0.125,0.017857144,0.017857144,0.017857144,0.017857144,0.017857144
better ,0.001536968,0.012053067,0.032438118,0.011405922,0.020789517,0.054279245,0.010758777
beyond ,9.52E-04,0.03142857,9.52E-04,0.027619049,0.02952381,0.03142857,0.025714288
big ,5.62E-05,1.91E-04,6.44E-04,9.47E-05,1.08E-04,1.75E-04,1.69E-04
billion ,0.011904763,0.05952381,0.011904763,0.05952381,0.011904763,0.035714287,0.011904763
binding ,0.017857144,0.017857144,0.017857144,0.017857144,0.053571433,0.053571433,0.053571433
bird ,0.011520738,0.020737328,0.002304148,0.016129032,0.020737328,0.062211983,0.020737328
birth ,0.001035197,0.017598344,0.001035197,0.011387165,0.011387165,0.07763975,0.027950311
birthday ,0.012022631,0.019094769,7.07E-04,0.028995758,0.010608205,0.06435644,0.010608205
blood ,0.026484752,0.024879616,8.03E-04,0.012038524,0.037720706,0.024879616,0.020064205
blow ,0.002304148,0.03456221,0.002304148,0.011520738,0.03917051,0.0483871,0.016129032
boat ,0.009652509,0.009652509,0.001930502,0.001930502,0.021235522,0.04826255,0.05984556
bonus ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287
bookmark ,0.003401361,0.023809526,0.003401361,0.030612247,0.05102041,0.030612247,0.017006803
bought ,8.21E-04,0.028735632,8.21E-04,0.023809526,0.030377671,0.040229887,0.022167487
boxes ,0.005952382,0.029761905,0.005952382,0.017857144,0.065476194,0.017857144,0.029761905
brain ,0.006493507,0.033910535,7.22E-04,0.020923523,0.045454547,0.013708514,0.025252527
branch ,0.006493507,0.032467537,0.006493507,0.006493507,0.032467537,0.032467537,0.05844156
brazil ,0.008928572,0.0625,0.008928572,0.008928572,0.08035715,0.008928572,0.008928572
break ,0.002532928,0.02786221,5.07E-04,0.031914897,0.031914897,0.015704155,0.03495441
breakfast ,0.001552795,0.03881988,0.001552795,0.029503107,0.057453416,0.017080747,0.004658385
breaking ,1.40E-04,0.001534598,1.40E-04,0.10951451,0.002371652,9.77E-04,0.02887835
breast ,0.00310559,0.034161493,0.00310559,0.00931677,0.015527951,0.071428575,0.02173913
brian ,0.008928572,0.0625,0.008928572,0.04464286,0.008928572,0.008928572,0.04464286
bridge ,0.012605043,0.03781513,0.004201681,0.004201681,0.021008406,0.046218492,0.03781513
brief ,0.005102041,0.045918368,0.005102041,0.045918368,0.015306124,0.025510205,0.025510205
broken ,0.001116072,0.002455358,2.23E-04,0.12209822,0.0078125,0.003348214,0.006919643
brother ,0.015673175,0.007451182,2.57E-04,0.05318602,0.01053443,0.046505652,0.01053443
bug ,0.007936508,0.007936508,0.007936508,0.023809526,0.071428575,0.007936508,0.05555556
buildings ,0.007936508,0.103174604,0.007936508,0.007936508,0.007936508,0.039682545,0.007936508
bureau ,0.023809526,0.023809526,0.023809526,0.023809526,0.023809526,0.11904762,0.023809526
calling ,0.006766918,0.03533835,7.52E-04,0.02781955,0.02631579,0.02932331,0.020300753
camp ,0.016917294,0.013157894,0.001879699,0.016917294,0.005639098,0.039473683,0.058270678
cape ,0.023809526,0.023809526,0.023809526,0.023809526,0.071428575,0.023809526,0.071428575
cards ,3.19E-06,4.78E-05,0.001278699,4.78E-05,1.59E-05,2.23E-05,2.87E-05
care ,0.00310559,0.020496894,2.07E-04,0.025465839,0.020496894,0.05362319,0.020496894
career ,0.005494506,0.02747253,0.001831502,0.02747253,0.02747253,0.020146523,0.042124547
careers ,0.008928572,0.04464286,0.008928572,0.04464286,0.04464286,0.008928572,0.026785716
carried ,0.025714288,0.042857148,0.002857143,0.037142858,0.03142857,0.008571429,0.008571429
carry ,0.001488095,0.019345239,0.001488095,0.028273812,0.03720238,0.03720238,0.02529762
cast ,0.002747253,0.024725277,0.002747253,0.030219782,0.019230772,0.030219782,0.046703298
categories ,3.52E-06,3.52E-06,0.001410978,3.52E-06,3.52E-06,1.76E-05,3.52E-06
caused ,0.023437502,0.016741073,0.001116072,0.03013393,0.0390625,0.016741073,0.021205358
cc ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
cent ,0.017857144,0.017857144,0.017857144,0.017857144,0.017857144,0.08928572,0.053571433
centers ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
certainly ,7.68E-04,0.02688172,7.68E-04,0.0437788,0.02841782,0.031490017,0.014592934
ch ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287
chain ,0.025510205,0.015306124,0.005102041,0.025510205,0.035714287,0.025510205,0.035714287
chairman ,0.008928572,0.026785716,0.008928572,0.08035715,0.008928572,0.04464286,0.008928572
challenge ,0.006265665,0.036340855,0.001253133,0.013784462,0.02631579,0.03884712,0.02631579
changes ,2.45E-06,1.15E-04,9.81E-04,4.65E-05,5.14E-05,6.12E-05,1.83E-04
changing ,0.00170068,0.05952381,0.00170068,0.005102041,0.018707484,0.022108845,0.04251701
charges ,0.007142858,0.021428574,0.007142858,0.007142858,0.021428574,0.107142866,0.007142858
chart ,0.011904763,0.011904763,0.011904763,0.035714287,0.011904763,0.05952381,0.05952381
cheap ,0.010714287,0.017857144,0.003571429,0.03214286,0.039285716,0.03214286,0.025
checkout ,0.023809526,0.023809526,0.023809526,0.11904762,0.023809526,0.023809526,0.023809526
chemical ,0.039682545,0.039682545,0.007936508,0.039682545,0.023809526,0.007936508,0.023809526
christ ,7.00E-04,0.018907566,7.00E-04,0.00210084,0.003501401,0.107142866,0.013305323
circuit ,0.023809526,0.071428575,0.023809526,0.023809526,0.071428575,0.023809526,0.023809526
claim ,0.003571429,0.025,0.003571429,0.010714287,0.03214286,0.025,0.06071429
claims ,0.01948052,0.01948052,0.006493507,0.01948052,0.01948052,0.032467537,0.05844156
classical ,0.011904763,0.035714287,0.011904763,0.011904763,0.011904763,0.107142866,0.011904763
clean ,0.022200773,0.018339768,9.65E-04,0.035714287,0.035714287,0.020270271,0.014478765
cleaning ,0.003246754,0.02922078,0.003246754,0.02922078,0.02922078,0.02922078,0.035714287
clear ,0.005102041,0.029591838,0.001020408,0.029591838,0.02346939,0.031632654,0.027551021
clearly ,0.001347709,0.036388144,0.001347709,0.033692725,0.014824798,0.028301887,0.033692725
clip ,0.017857144,0.08928572,0.017857144,0.017857144,0.017857144,0.053571433,0.017857144
clips ,0.017857144,0.053571433,0.017857144,0.017857144,0.053571433,0.053571433,0.017857144
clock ,0.005494506,0.038461544,0.005494506,0.049450554,0.02747253,0.016483517,0.02747253
close ,8.79E-05,8.10E-05,4.58E-04,1.52E-04,1.77E-04,3.41E-04,1.38E-04
closed ,5.76E-04,0.009792628,5.76E-04,0.08237328,0.019009218,0.015552996,0.017857144
clothes ,0.010608205,0.03182461,7.07E-04,0.030410185,0.024752475,0.02758133,0.020509195
club ,4.07E-05,3.45E-05,0.001256266,3.45E-05,2.82E-05,2.82E-05,2.19E-05
clubs ,0.008928572,0.026785716,0.008928572,0.08035715,0.026785716,0.008928572,0.026785716
cm ,0.017857144,0.08928572,0.017857144,0.017857144,0.017857144,0.017857144,0.053571433
coast ,0.019841272,0.019841272,0.003968254,0.011904763,0.02777778,0.043650795,0.035714287
cock ,0.007936508,0.05555556,0.007936508,0.023809526,0.007936508,0.05555556,0.023809526
cold ,0.005696757,0.015337424,4.38E-04,0.053900097,0.039000876,0.010955303,0.019719545
collectibles ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287
colors ,0.003246754,0.0487013,0.003246754,0.022727275,0.022727275,0.035714287,0.022727275
colour ,0.002304148,0.020737328,0.002304148,0.002304148,0.025345622,0.071428575,0.029953917
column ,0.030612247,0.091836736,0.010204082,0.010204082,0.010204082,0.030612247,0.010204082
combination ,0.002463054,0.05172414,0.002463054,0.022167487,0.022167487,0.027093597,0.027093597
combined ,0.011904763,0.05952381,0.011904763,0.011904763,0.05952381,0.035714287,0.011904763
comfort ,0.001559576,0.007174049,3.12E-04,0.005926388,0.009045539,0.10761073,0.012788522
comics ,0.008928572,0.04464286,0.008928572,0.04464286,0.008928572,0.04464286,0.026785716
common ,8.93E-06,6.25E-05,0.001193453,6.25E-05,4.46E-05,5.06E-05,2.08E-05
companies ,3.37E-06,5.73E-05,0.001351078,1.01E-05,1.01E-05,3.37E-06,1.01E-05
compared ,0.001879699,0.043233085,0.001879699,0.035714287,0.028195491,0.020676693,0.020676693
comparison ,0.005494506,0.038461544,0.005494506,0.038461544,0.049450554,0.005494506,0.02747253
compatible ,0.001098901,0.003296704,0.001098901,0.001098901,0.003296704,0.13736264,0.001098901
competition ,0.002380953,0.011904763,0.002380953,0.030952383,0.011904763,0.08809524,0.007142858
complete ,7.68E-06,9.98E-05,0.001026626,4.35E-05,1.05E-04,7.94E-05,7.94E-05
completely ,0.002565488,0.028760467,1.35E-04,0.012287336,0.055495545,0.016608156,0.02768026
complex ,0.018796993,0.033834588,0.003759399,0.033834588,0.011278195,0.018796993,0.041353386
computing ,0.023809526,0.071428575,0.023809526,0.023809526,0.023809526,0.023809526,0.071428575
con ,0.014285715,0.071428575,0.014285715,0.014285715,0.042857148,0.042857148,0.014285715
concept ,0.005952382,0.065476194,0.005952382,0.029761905,0.005952382,0.005952382,0.053571433
concerns ,0.003571429,0.046428572,0.003571429,0.010714287,0.025,0.010714287,0.06071429
conduct ,0.045454547,0.01948052,0.006493507,0.05844156,0.01948052,0.006493507,0.01948052
connected ,0.00210084,0.027310926,0.00210084,0.023109246,0.010504203,0.05672269,0.031512607
consulting ,0.014285715,0.014285715,0.014285715,0.042857148,0.014285715,0.1,0.014285715
contacts ,0.014285715,0.014285715,0.014285715,0.042857148,0.042857148,0.014285715,0.071428575
contain ,0.007936508,0.039682545,0.007936508,0.023809526,0.039682545,0.039682545,0.023809526
contained ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
containing ,0.014285715,0.042857148,0.014285715,0.071428575,0.014285715,0.014285715,0.042857148
contemporary ,0.014285715,0.042857148,0.014285715,0.014285715,0.071428575,0.042857148,0.014285715
contract ,0.007142858,0.021428574,0.007142858,0.035714287,0.007142858,0.05,0.05
controls ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
convention ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
conversion ,0.023809526,0.023809526,0.023809526,0.023809526,0.071428575,0.023809526,0.071428575
cool ,0.00166113,0.024916943,5.54E-04,0.009413068,0.004983389,0.08803987,0.016057586
copies ,0.008928572,0.026785716,0.008928572,0.08035715,0.026785716,0.008928572,0.026785716
corner ,0.002232143,0.055803575,0.002232143,0.03794643,0.024553573,0.006696429,0.024553573
cost ,0.014880952,0.044642854,0.002976191,0.044642854,0.014880952,0.020833334,0.014880952
costs ,3.50E-06,3.50E-06,0.001404062,3.50E-06,3.50E-06,1.05E-05,1.75E-05
counter ,0.019841272,0.019841272,0.003968254,0.06746032,0.003968254,0.02777778,0.019841272
covered ,0.002164502,0.041125543,0.002164502,0.006493507,0.01948052,0.02813853,0.054112557
covers ,0.003968254,0.035714287,0.003968254,0.003968254,0.019841272,0.035714287,0.05952381
cream ,0.006493507,0.01948052,0.002164502,0.010822511,0.06709957,0.02813853,0.01948052
creating ,0.011278195,0.02631579,0.003759399,0.018796993,0.041353386,0.033834588,0.02631579
creation ,0.004464286,0.058035716,0.004464286,0.004464286,0.013392858,0.06696429,0.013392858
creative ,5.62E-04,0.01631046,5.62E-04,0.007311587,0.008436446,0.10179978,0.010686165
credits ,0.010204082,0.05102041,0.010204082,0.05102041,0.010204082,0.05102041,0.010204082
crime ,1.27E-04,6.35E-04,1.27E-04,6.35E-04,3.81E-04,0.001398068,0.14018811
criminal ,0.017857144,0.017857144,0.017857144,0.08928572,0.017857144,0.053571433,0.017857144
criteria ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287
critical ,7.22E-04,0.002164502,7.22E-04,0.12914863,0.003607504,7.22E-04,0.00937951
cruise ,0.014285715,0.042857148,0.014285715,0.042857148,0.014285715,0.042857148,0.042857148
crystal ,0.010204082,0.05102041,0.010204082,0.010204082,0.010204082,0.071428575,0.030612247
ct ,0.017857144,0.017857144,0.017857144,0.017857144,0.017857144,0.125,0.017857144
cum ,0.023809526,0.023809526,0.023809526,0.11904762,0.023809526,0.023809526,0.023809526
customers ,0.02747253,0.02747253,0.005494506,0.049450554,0.016483517,0.02747253,0.016483517
cvs ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287
cycle ,0.002976191,0.026785716,0.002976191,0.026785716,0.0625,0.002976191,0.032738097
da ,0.005494506,0.082417585,0.005494506,0.005494506,0.016483517,0.02747253,0.02747253
dallas ,0.017857144,0.053571433,0.017857144,0.017857144,0.017857144,0.08928572,0.017857144
damage ,0.003759399,0.02631579,0.003759399,0.041353386,0.048872184,0.02631579,0.011278195
dan ,0.017857144,0.053571433,0.017857144,0.017857144,0.08928572,0.017857144,0.017857144
dance ,0.002782931,0.023191096,9.28E-04,0.017625233,0.017625233,0.071428575,0.013914657
daniel ,0.003401361,0.09863946,0.003401361,0.017006803,0.023809526,0.003401361,0.010204082
daughter ,0.002304148,0.03456221,7.68E-04,0.031490017,0.01920123,0.031490017,0.02688172
dave ,0.007936508,0.023809526,0.007936508,0.103174604,0.007936508,0.007936508,0.023809526
davis ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
deal ,7.36E-04,0.022827689,7.36E-04,0.01988218,0.040500738,0.025773196,0.036082473
dealer ,0.014285715,0.014285715,0.014285715,0.071428575,0.014285715,0.071428575,0.014285715
death ,0.002176494,0.010091018,1.98E-04,0.008508112,0.020379897,0.010486745,0.09200634
debt ,0.005952382,0.017857144,0.005952382,0.029761905,0.017857144,0.065476194,0.029761905
decided ,0.004409171,0.018518519,2.94E-04,0.023809526,0.032039978,0.039682545,0.025573192
decisions ,0.010822511,0.02813853,0.002164502,0.015151517,0.032467537,0.015151517,0.04978355
dedicated ,0.006493507,0.032467537,0.006493507,0.032467537,0.01948052,0.05844156,0.01948052
deep ,0.005022322,0.030691966,5.58E-04,0.021763394,0.020647323,0.03404018,0.03292411
defense ,0.010204082,0.05102041,0.010204082,0.010204082,0.010204082,0.05102041,0.05102041
define ,0.011904763,0.011904763,0.011904763,0.05952381,0.035714287,0.011904763,0.05952381
degree ,0.002164502,0.045454547,0.002164502,0.02813853,0.01948052,0.045454547,0.010822511
degrees ,0.007142858,0.035714287,0.007142858,0.05,0.06428572,0.007142858,0.007142858
delete ,0.004761905,0.014285715,0.004761905,0.052380957,0.042857148,0.023809526,0.023809526
delivered ,0.071428575,0.023809526,0.023809526,0.071428575,0.023809526,0.023809526,0.023809526
delivery ,3.32E-06,3.65E-05,0.001332226,2.33E-05,3.32E-06,9.97E-06,3.65E-05
delta ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287
depth ,0.003759399,0.02631579,0.003759399,0.018796993,0.02631579,0.018796993,0.06390978
des ,0.023809526,0.071428575,0.023809526,0.071428575,0.023809526,0.023809526,0.023809526
designated ,0.023809526,0.071428575,0.023809526,0.023809526,0.023809526,0.023809526,0.071428575
designer ,0.014285715,0.042857148,0.014285715,0.071428575,0.014285715,0.014285715,0.042857148
designs ,0.007936508,0.08730159,0.007936508,0.023809526,0.007936508,0.007936508,0.039682545
desk ,0.00974026,0.016233768,0.003246754,0.042207796,0.042207796,0.02922078,0.016233768
despite ,0.004761905,0.02910053,5.29E-04,0.028042328,0.033333335,0.020634923,0.02910053
destination ,0.035714287,0.011904763,0.011904763,0.011904763,0.035714287,0.035714287,0.05952381
determined ,7.94E-04,0.010317462,7.94E-04,0.005555556,0.010317462,0.11190477,0.007142858
diamond ,0.014285715,0.014285715,0.014285715,0.014285715,0.042857148,0.071428575,0.042857148
die ,3.47E-04,0.006588073,3.47E-04,0.008668516,0.008668516,0.007975034,0.11199723
died ,6.42E-04,0.003468654,1.28E-04,0.003468654,0.028134637,0.002697842,0.1049589
diet ,0.002747253,0.030219782,9.16E-04,0.004578755,0.09615385,0.002747253,0.010073261
dining ,0.06746032,0.011904763,0.003968254,0.051587302,0.003968254,0.019841272,0.003968254
dinner ,0.025557013,0.021625165,6.55E-04,0.033420708,0.024246398,0.025557013,0.015072085
direction ,0.001373627,0.023351649,0.001373627,0.020604398,0.026098901,0.03159341,0.04532967
directors ,0.014285715,0.014285715,0.014285715,0.071428575,0.014285715,0.042857148,0.042857148
disc ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
discount ,0.017857144,0.125,0.017857144,0.017857144,0.017857144,0.017857144,0.017857144
discover ,0.007936508,0.071428575,0.002645503,0.013227513,0.007936508,0.013227513,0.039682545
discuss ,0.020089287,0.011160715,0.002232143,0.029017858,0.020089287,0.015625,0.055803575
discussions ,0.008928572,0.026785716,0.008928572,0.04464286,0.008928572,0.008928572,0.08035715
disease ,0.002551021,0.022959184,0.002551021,0.053571433,0.04336735,0.007653062,0.022959184
disney ,0.007142858,0.05,0.007142858,0.05,0.035714287,0.021428574,0.007142858
displayed ,0.035714287,0.05952381,0.011904763,0.011904763,0.011904763,0.035714287,0.035714287
distributed ,0.023809526,0.023809526,0.023809526,0.023809526,0.023809526,0.023809526,0.11904762
dj ,0.011904763,0.05952381,0.011904763,0.035714287,0.035714287,0.035714287,0.011904763
doc ,0.011904763,0.011904763,0.011904763,0.011904763,0.05952381,0.035714287,0.05952381
doctor ,0.006493507,0.021335807,9.28E-04,0.008348795,0.038033396,0.021335807,0.051020406
dogs ,0.012820514,0.020146523,0.001831502,0.009157511,0.012820514,0.038461544,0.056776565
